Idx,Net,Sta,epLat,epLon,evDp,epTime,Lat(deg),Lon(deg),elev,Az(deg),EpDis(deg),snrZ,snrR,snrT,filePathE,filePathN,filePathZ
152,IW,SNOW,-22.36,-68.69,118.7,2010-03-04T22:09:29.815000Z,43.4599,-110.75408,2413.0,329.82599725120446,76.10,14.19,4.60,3.74,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/IW.SNOW..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/IW.SNOW..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/IW.SNOW..BHZ__20100304T220929Z__20100304T230929Z.mseed
153,IW,TPAW,-22.36,-68.69,118.7,2010-03-04T22:09:29.805000Z,43.48965,-110.95675,2680.0,329.7289045863897,76.21,15.39,7.71,4.41,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/IW.TPAW..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/IW.TPAW..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/IW.TPAW..BHZ__20100304T220929Z__20100304T230929Z.mseed
156,LB,TPH,-22.36,-68.69,118.7,2010-03-04T22:09:29.810645Z,38.075001,-117.222504,1883.0,322.3351552346707,75.49,24.61,11.02,6.51,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/LB.TPH..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/LB.TPH..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/LB.TPH..BHZ__20100304T220929Z__20100304T230929Z.mseed
162,LD,MMNY,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,42.731683,-77.906535,241.0,352.5378641470364,65.37,3.47,1.19,4.83,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/LD.MMNY..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/LD.MMNY..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/LD.MMNY..BHZ__20100304T220929Z__20100304T230929Z.mseed
182,NM,PBMO,-22.36,-68.69,118.7,2010-03-04T22:09:29.819538Z,36.7785,-90.4297,143.9,340.3717835269613,62.35,5.39,2.91,6.09,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.PBMO..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.PBMO..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.PBMO..BHZ__20100304T220929Z__20100304T230929Z.mseed
183,NM,PVMO,-22.36,-68.69,118.7,2010-03-04T22:09:29.822168Z,36.4137,-89.6997,98.3,340.82896445289776,61.79,4.52,5.51,6.23,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.PVMO..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.PVMO..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.PVMO..BHZ__20100304T220929Z__20100304T230929Z.mseed
184,NM,SIUC,-22.36,-68.69,118.7,2010-03-04T22:09:29.819538Z,37.7148,-89.2174,120.0,341.77853269529265,62.85,10.81,6.21,13.26,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.SIUC..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.SIUC..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/NM.SIUC..BHZ__20100304T220929Z__20100304T230929Z.mseed
188,PE,PSWB,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,41.305473,-76.015182,398.0,353.8490847372077,63.75,3.77,1.00,5.11,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PE.PSWB..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PE.PSWB..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PE.PSWB..BHZ__20100304T220929Z__20100304T230929Z.mseed
190,PM,PESTR,-22.36,-68.69,118.7,2010-03-04T22:09:13.175000Z,38.867168,-7.590169,410.0,43.45742609923366,83.58,3.07,2.87,5.00,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PM.PESTR..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PM.PESTR..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PM.PESTR..BHZ__20100304T220929Z__20100304T230929Z.mseed
197,PS,SYO,-22.36,-68.69,118.7,2010-03-04T22:09:29.846900Z,-69.006699,39.584999,20.0,159.38164317185277,75.55,5.06,2.00,4.44,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PS.SYO..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PS.SYO..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/PS.SYO..BHZ__20100304T220929Z__20100304T230929Z.mseed
203,TA,113A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,32.768299,-113.766701,118.0,320.49329184214685,69.75,40.92,8.98,4.42,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.113A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.113A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.113A..BHZ__20100304T220929Z__20100304T230929Z.mseed
206,TA,129A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,32.630901,-101.866203,876.0,328.84373529277,63.26,18.67,13.40,5.86,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.129A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.129A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.129A..BHZ__20100304T220929Z__20100304T230929Z.mseed
207,TA,130A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,32.5961,-100.965202,676.0,329.5281429560754,62.80,21.50,3.93,8.45,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.130A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.130A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.130A..BHZ__20100304T220929Z__20100304T230929Z.mseed
208,TA,131A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,32.673698,-100.388802,622.0,330.0329381102574,62.60,25.16,8.52,9.74,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.131A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.131A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.131A..BHZ__20100304T220929Z__20100304T230929Z.mseed
209,TA,133A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,32.608299,-98.916199,418.0,331.17716259938703,61.87,12.27,10.63,4.20,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.133A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.133A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.133A..BHZ__20100304T220929Z__20100304T230929Z.mseed
210,TA,134A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,32.572899,-98.079498,297.0,331.84054133593804,61.47,10.33,7.54,3.25,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.134A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.134A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.134A..BHZ__20100304T220929Z__20100304T230929Z.mseed
211,TA,135A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,32.557301,-97.409897,270.0,332.3851637418953,61.17,12.57,6.42,3.44,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.135A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.135A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.135A..BHZ__20100304T220929Z__20100304T230929Z.mseed
214,TA,214A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.9559,-112.811501,543.0,320.51098480358604,68.61,26.88,26.33,4.87,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.214A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.214A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.214A..BHZ__20100304T220929Z__20100304T230929Z.mseed
215,TA,228A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,32.118,-102.591797,954.0,327.95092778406183,63.19,31.52,7.07,5.41,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.228A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.228A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.228A..BHZ__20100304T220929Z__20100304T230929Z.mseed
216,TA,229A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.9671,-101.810699,804.0,328.46405254827334,62.69,14.55,7.61,4.07,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.229A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.229A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.229A..BHZ__20100304T220929Z__20100304T230929Z.mseed
217,TA,230A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.8878,-101.112396,742.0,328.9662492651512,62.29,12.59,7.05,4.09,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.230A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.230A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.230A..BHZ__20100304T220929Z__20100304T230929Z.mseed
218,TA,231A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.935301,-100.316299,574.0,329.63337048344226,61.95,17.46,10.04,3.34,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.231A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.231A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.231A..BHZ__20100304T220929Z__20100304T230929Z.mseed
219,TA,232A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.888,-99.646896,621.0,330.14582053412227,61.60,14.10,10.06,9.37,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.232A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.232A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.232A..BHZ__20100304T220929Z__20100304T230929Z.mseed
220,TA,233A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,32.017899,-98.899803,539.0,330.8354808962329,61.37,19.03,9.32,7.02,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.233A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.233A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.233A..BHZ__20100304T220929Z__20100304T230929Z.mseed
221,TA,234A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,32.004002,-98.136803,358.0,331.45687847890827,61.01,18.91,11.95,12.79,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.234A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.234A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.234A..BHZ__20100304T220929Z__20100304T230929Z.mseed
226,TA,329A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.487,-101.980797,842.0,328.0210208412943,62.38,12.50,9.12,7.71,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.329A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.329A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.329A..BHZ__20100304T220929Z__20100304T230929Z.mseed
228,TA,331A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.3085,-100.426598,615.0,329.15160532404957,61.48,12.74,5.43,7.43,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.331A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.331A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.331A..BHZ__20100304T220929Z__20100304T230929Z.mseed
229,TA,332A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.3829,-99.742302,513.0,329.7558468055906,61.22,19.33,9.67,8.88,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.332A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.332A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.332A..BHZ__20100304T220929Z__20100304T230929Z.mseed
230,TA,333A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.3249,-98.9841,443.0,330.3445988427607,60.82,21.41,7.83,4.10,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.333A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.333A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.333A..BHZ__20100304T220929Z__20100304T230929Z.mseed
231,TA,334A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,31.3325,-98.2379,389.0,330.97089073627205,60.49,18.67,8.54,4.54,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.334A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.334A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.334A..BHZ__20100304T220929Z__20100304T230929Z.mseed
232,TA,335A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.2819,-97.427101,217.0,331.6240575522238,60.09,18.83,4.74,4.09,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.335A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.335A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.335A..BHZ__20100304T220929Z__20100304T230929Z.mseed
233,TA,336A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.386999,-96.844299,140.0,332.1816780055635,59.92,26.03,6.58,5.40,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.336A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.336A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.336A..BHZ__20100304T220929Z__20100304T230929Z.mseed
235,TA,338A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.356701,-95.3106,137.0,333.4879788404871,59.25,33.19,7.05,4.78,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.338A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.338A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.338A..BHZ__20100304T220929Z__20100304T230929Z.mseed
236,TA,339A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,31.333099,-94.556,82.0,334.1366582956522,58.92,11.94,18.44,3.18,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.339A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.339A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.339A..BHZ__20100304T220929Z__20100304T230929Z.mseed
237,TA,340A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,31.4167,-93.889603,57.0,334.7718841844776,58.72,23.06,3.99,3.41,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.340A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.340A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.340A..BHZ__20100304T220929Z__20100304T230929Z.mseed
240,TA,431A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.6824,-100.607903,700.0,328.6068994106662,61.05,10.25,5.00,9.52,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.431A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.431A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.431A..BHZ__20100304T220929Z__20100304T230929Z.mseed
241,TA,432A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,30.8755,-99.793701,647.0,329.3970984349615,60.82,20.65,8.48,6.14,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.432A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.432A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.432A..BHZ__20100304T220929Z__20100304T230929Z.mseed
243,TA,434A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.814199,-98.268997,462.0,330.6311693382868,60.06,7.89,6.72,5.35,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.434A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.434A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.434A..BHZ__20100304T220929Z__20100304T230929Z.mseed
244,TA,435B,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.7827,-97.584999,248.0,331.1925229966014,59.73,11.57,2.80,3.29,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.435B..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.435B..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.435B..BHZ__20100304T220929Z__20100304T230929Z.mseed
245,TA,436A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.770201,-96.795998,109.0,331.8619697165449,59.37,17.42,3.70,3.08,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.436A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.436A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.436A..BHZ__20100304T220929Z__20100304T230929Z.mseed
246,TA,437A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,30.829201,-96.138603,95.0,332.4659932603855,59.14,20.37,4.40,3.17,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.437A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.437A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.437A..BHZ__20100304T220929Z__20100304T230929Z.mseed
