Idx,Net,Sta,epLat,epLon,evDp,epTime,Lat(deg),Lon(deg),elev,Az(deg),EpDis(deg),snrZ,snrR,snrT,filePathE,filePathN,filePathZ
339,TA,F21A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,45.823101,-107.123299,1026.0,333.42836302389424,76.36,26.17,3.93,3.04,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F21A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F21A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F21A..BHZ__20100304T220929Z__20100304T230929Z.mseed
341,TA,F23A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.721199,-105.405602,953.0,334.37475648444627,75.57,21.02,2.31,3.70,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F23A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F23A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F23A..BHZ__20100304T220929Z__20100304T230929Z.mseed
343,TA,F25A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.925598,-103.457603,912.0,335.6606274957427,74.98,11.40,2.04,3.35,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F25A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F25A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F25A..BHZ__20100304T220929Z__20100304T230929Z.mseed
344,TA,F26A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.8512,-102.669701,852.0,336.098111994242,74.62,13.84,4.35,5.52,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F26A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F26A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.F26A..BHZ__20100304T220929Z__20100304T230929Z.mseed
355,TA,G24A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.327999,-104.416298,1147.0,334.7372890522644,74.86,10.36,2.42,3.93,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G24A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G24A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G24A..BHZ__20100304T220929Z__20100304T230929Z.mseed
358,TA,G27A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,45.379101,-101.931,761.0,336.2924643088901,73.95,11.67,1.07,3.49,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G27A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G27A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G27A..BHZ__20100304T220929Z__20100304T230929Z.mseed
359,TA,G28A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.074902,-100.9161,709.0,336.76443262233175,73.31,18.19,2.72,3.19,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G28A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G28A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G28A..BHZ__20100304T220929Z__20100304T230929Z.mseed
360,TA,G29A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,45.1926,-99.923401,588.0,337.45905817258307,73.06,13.46,4.01,8.18,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G29A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G29A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G29A..BHZ__20100304T220929Z__20100304T230929Z.mseed
361,TA,G30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,45.129299,-99.1446,496.0,337.9264905319959,72.73,5.66,5.23,4.90,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.G30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
362,TA,H17A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.3951,-110.576202,2400.0,330.54167774035005,76.73,14.47,17.56,3.22,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H17A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H17A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H17A..BHZ__20100304T220929Z__20100304T230929Z.mseed
363,TA,H18A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.676899,-109.664101,2221.0,331.24508016912836,76.54,15.07,10.44,4.10,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H18A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H18A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H18A..BHZ__20100304T220929Z__20100304T230929Z.mseed
370,TA,H25A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,44.621498,-103.598099,942.0,334.8302912183225,73.95,11.60,5.97,3.10,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H25A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H25A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H25A..BHZ__20100304T220929Z__20100304T230929Z.mseed
373,TA,H28A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.675098,-101.020599,642.0,336.4818430047887,73.01,10.11,7.98,4.32,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H28A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H28A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H28A..BHZ__20100304T220929Z__20100304T230929Z.mseed
374,TA,H29A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.626099,-100.212502,548.0,336.97391370307815,72.67,10.03,1.61,3.63,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H29A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H29A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.H29A..BHZ__20100304T220929Z__20100304T230929Z.mseed
379,TA,I19A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.036301,-108.994301,1982.0,331.2224956178824,75.74,19.82,4.14,3.90,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I19A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I19A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I19A..BHZ__20100304T220929Z__20100304T230929Z.mseed
385,TA,I25A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,44.0196,-103.732399,1856.0,334.39943962412303,73.50,14.39,6.31,3.88,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I25A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I25A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I25A..BHZ__20100304T220929Z__20100304T230929Z.mseed
390,TA,I30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,43.914299,-99.426201,549.0,337.1105057019792,71.77,4.92,6.30,5.00,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.I30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
402,TA,J28A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,43.423901,-101.235901,835.0,335.65887630364085,72.02,19.28,3.39,4.25,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.J28A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.J28A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.J28A..BHZ__20100304T220929Z__20100304T230929Z.mseed
403,TA,J29A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,43.406101,-100.325302,644.0,336.2466917011173,71.66,7.28,5.03,4.03,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.J29A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.J29A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.J29A..BHZ__20100304T220929Z__20100304T230929Z.mseed
406,TA,K21A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,42.633202,-107.250999,1960.0,331.3804145779471,73.85,30.60,10.21,8.90,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K21A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K21A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K21A..BHZ__20100304T220929Z__20100304T230929Z.mseed
414,TA,K29A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,42.7612,-100.318199,840.0,335.90231749539265,71.11,11.86,3.93,3.81,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K29A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K29A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K29A..BHZ__20100304T220929Z__20100304T230929Z.mseed
415,TA,K30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,42.674198,-99.613098,712.0,336.3288961173106,70.77,16.70,4.37,4.94,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.K30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
416,TA,KMSC,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,35.141998,-81.333298,240.0,347.8443163381355,58.48,7.92,4.08,6.53,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.KMSC..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.KMSC..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.KMSC..BHZ__20100304T220929Z__20100304T230929Z.mseed
419,TA,L23A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,42.1143,-105.701202,2153.0,332.02534605464035,72.76,8.95,2.80,3.56,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.L23A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.L23A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.L23A..BHZ__20100304T220929Z__20100304T230929Z.mseed
427,TA,L31A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,42.175999,-98.838699,670.0,336.5919702554227,70.05,10.99,3.53,7.53,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.L31A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.L31A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.L31A..BHZ__20100304T220929Z__20100304T230929Z.mseed
440,TA,MDND,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,47.848099,-99.602898,479.0,339.0327272567689,75.25,6.26,3.55,3.01,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.MDND..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.MDND..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.MDND..BHZ__20100304T220929Z__20100304T230929Z.mseed
452,TA,N30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800001Z,40.7957,-100.100098,842.0,334.9755678418218,69.34,7.75,4.48,4.37,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.N30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.N30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.N30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
464,TA,O30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,40.1791,-100.057098,751.0,334.66457295971065,68.80,12.58,5.83,4.29,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.O30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.O30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.O30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
485,TA,Q30A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,38.9772,-100.220703,797.0,333.87557143056233,67.84,14.36,3.13,3.07,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Q30A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Q30A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.Q30A..BHZ__20100304T220929Z__20100304T230929Z.mseed
489,TA,R11A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,38.3489,-115.585403,1756.0,323.47747230525175,74.77,22.11,9.15,5.07,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R11A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R11A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R11A..BHZ__20100304T220929Z__20100304T230929Z.mseed
490,TA,R23A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,38.190701,-105.826401,2547.0,329.4973717322309,69.65,19.27,4.79,3.52,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R23A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R23A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R23A..BHZ__20100304T220929Z__20100304T230929Z.mseed
493,TA,R26A,-22.36,-68.69,118.7,2010-03-04T22:09:29.824998Z,38.3009,-103.446999,1304.0,331.1972317607406,68.65,10.32,5.40,4.09,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R26A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R26A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.R26A..BHZ__20100304T220929Z__20100304T230929Z.mseed
505,TA,S26A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,37.621601,-103.4711,1394.0,330.76525585102496,68.10,13.89,6.27,4.98,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S26A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S26A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S26A..BHZ__20100304T220929Z__20100304T230929Z.mseed
507,TA,S28A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,37.589901,-101.897903,1064.0,331.8655632995521,67.38,6.00,3.71,3.11,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S28A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S28A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S28A..BHZ__20100304T220929Z__20100304T230929Z.mseed
512,TA,S33A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,37.593601,-98.001602,471.0,334.742592219178,65.76,5.34,3.23,5.42,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S33A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S33A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.S33A..BHZ__20100304T220929Z__20100304T230929Z.mseed
523,TA,T32A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,37.179699,-98.924698,596.0,333.8171325345814,65.77,12.05,3.77,6.40,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.T32A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.T32A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.T32A..BHZ__20100304T220929Z__20100304T230929Z.mseed
524,TA,T33A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,37.082401,-98.2444,394.0,334.2779132500182,65.41,7.51,7.03,5.25,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.T33A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.T33A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.T33A..BHZ__20100304T220929Z__20100304T230929Z.mseed
526,TA,TUL1,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,35.9104,-95.791901,256.0,335.5597137412308,63.43,14.22,3.12,6.41,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.TUL1..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.TUL1..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.TUL1..BHZ__20100304T220929Z__20100304T230929Z.mseed
531,TA,U25A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,36.399799,-104.408096,1845.0,329.34216697554416,67.54,10.84,11.87,3.73,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.U25A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.U25A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.U25A..BHZ__20100304T220929Z__20100304T230929Z.mseed
539,TA,U33A,-22.36,-68.69,118.7,2010-03-04T22:09:29.800000Z,36.432701,-98.113503,393.0,334.0183102761713,64.80,4.62,3.83,3.20,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.U33A..BHE__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.U33A..BHN__20100304T220929Z__20100304T230929Z.mseed,./catalog_GCMT_2010-03-04_2010-05-13_Mw6.0-8.0_50-300km/2010-03-04-22-39-29/TA.U33A..BHZ__20100304T220929Z__20100304T230929Z.mseed
